ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Principal Name,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,,,,,,,,,,,,,,,,,,,,,,,,
14K126,K126,John Ericsson Middle School 126,331400010126,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1966,Open,K126,424 LEONARD STREET,BROOKLYN,NY,11222,Rosemary Ochoa,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K132,K132,P.S. 132 The Conselyea School,331400010132,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE",Jul 1 1902,Open,K132,320 MANHATTAN AVENUE,BROOKLYN,NY,11211,Beth Lubeck-Ceffalia,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K147,K147,P.S. 147 Isaac Remsen,331400010147,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1906,Open,K147,325 BUSHWICK AVENUE,BROOKLYN,NY,11206,Julia DiSalvo-Drake,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K157,K157,P.S. 157 Benjamin Franklin,331400010157,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1909,Open,K157,850 KENT AVENUE,BROOKLYN,NY,11205,Maribel Torres,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K196,K196,P.S. 196 Ten Eyck,331400010196,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,K196,207 BUSHWICK AVENUE,BROOKLYN,NY,11206,Janine Colon,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K250,K250,P.S. 250 George H. Lindsay,331400010250,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1964,Open,K250,108 MONTROSE AVENUE,BROOKLYN,NY,11206,Nora Barnes,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K257,K257,P.S. 257 John F. Hylan,331400010257,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1962,Open,K257,60 COOK STREET,BROOKLYN,NY,11206,Brian Leavy-DeVale,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K297,K297,P.S. 297 Abraham Stockton,331400010297,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05",Jul 1 1959,Open,K297,700 PARK AVENUE,BROOKLYN,NY,11206,Maureen Garrity,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K318,K318,I.S. 318 Eugenio Maria De Hostos,331400010318,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","06,07,08",Jul 1 1968,Open,K318,101 WALTON STREET,BROOKLYN,NY,11206,Fortunato Rubino,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K319,K319,P.S. 319,331400010319,DOE,General Academic,Elementary,"0K,01,SE","0K,01",Jul 1 1975,Open,K319,360 KEAP STREET,BROOKLYN,NY,11211,Aleyda Zamora Martinez,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K322,K322,Foundations Academy,331400011322,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,K033,70 TOMPKINS AVENUE,BROOKLYN,NY,11206,Gary Beidleman,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K330,K330,The Urban Assembly School for the Urban Environment,331400011330,DOE,General Academic,Secondary School,"06,07,08,SE","06,07,08,09,10,11,12",Jul 1 2005,Open,K033,70 TOMPKINS AVENUE,BROOKLYN,NY,11206,Kourtney Cole,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K380,K380,P.S. 380 John Wayne Elementary,331400010380,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1981,Open,K380,370 MARCY AVENUE,BROOKLYN,NY,11206,Josephine Viars,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K404,K404,Academy for Young Writers,331400011404,DOE,General Academic,High school,"09,10,11,SE",,Jul 1 2006,Open,K050,183 SOUTH 3 STREET,BROOKLYN,NY,11211,Carolyn Yaffe,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K449,K449,"Brooklyn Latin School, The",331400011449,DOE,General Academic,High school,"09,10,11,12",,Jul 1 2006,Open,K147,325 BUSHWICK AVENUE,BROOKLYN,NY,11206,Jason Griffiths,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K454,K454,Green School: An Academy for Environmental Careers,331400011454,DOE,General Academic,High school,"09,10,11,12,SE",,Jul 1 2006,Open,K049,223 GRAHAM AVENUE,BROOKLYN,NY,11206,Karali Pitzele,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K474,K474,PROGRESS High School for Professional Careers,331400011474,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1999,Open,K450,850 GRAND STREET,BROOKLYN,NY,11211,William Jusino,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K477,K477,School for Legal Studies,331400011477,DOE,General Academic,High school,"09,10,11,12,SE","08,09,10,11,12",Jul 1 1999,Open,K450,850 GRAND STREET,BROOKLYN,NY,11211,Monica Ortiz,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K478,K478,"Enterprise, Business and Technology High School",331400011478,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Aug 26 1996,Open,K450,850 GRAND STREET,BROOKLYN,NY,11211,Juan S. Mendez,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K488,K488,Brooklyn Preparatory High School,331400011488,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K650,257 NORTH 6 STREET,BROOKLYN,NY,11211,Janet Ruth Price,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K558,K558,Williamsburg High School for Architecture and Design,331400011558,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K650,257 NORTH 6 STREET,BROOKLYN,NY,11211,Gill Cornell,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K561,K561,Williamsburg Preparatory School,331400011561,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K650,257 NORTH 6 STREET,BROOKLYN,NY,11211,Kathleen Elvin,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K577,K577,Conselyea Preparatory School,331400010577,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 8 2004,Open,K017,208 NORTH 5 STREET,BROOKLYN,NY,11211,Maria Masullo,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K582,K582,M.S. 582,331400010582,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 8 2004,Open,K196,207 BUSHWICK AVENUE,BROOKLYN,NY,11206,Brian Walsh,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K586,K586,Lyons Community School,331400011586,DOE,General Academic,Secondary School,"06,07,08,09,10,11,SE",,Jul 1 2007,Open,K049,223 GRAHAM AVENUE,BROOKLYN,NY,11206,Taeko Onishi,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K610,K610,Automotive High School,331400011610,DOE,Career Technical,High school,"09,10,11,12,SE","08,09,10,11,12",Jul 1 1938,Open,K610,50 BEDFORD AVENUE,BROOKLYN,NY,11222,Mary Brouder,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K614,K614,Young Women's Leadership School of Brooklyn,331400011614,DOE,General Academic,Secondary School,"06,07,SE",,Jul 1 2008,Open,K049,223 GRAHAM AVENUE,BROOKLYN,NY,11206,Talana Bradley,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K632,K632,Frances Perkins Academy,331400011632,DOE,Career Technical,High school,"09,10,SE",,Jul 1 2008,Open,K610,50 BEDFORD AVENUE,BROOKLYN,NY,11222,Javier Guzman,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
14K685,K685,El Puente Academy for Peace and Justice,331400011685,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,K778,250 HOOPER STREET,BROOKLYN,NY,11211,Hector Calderon,14,14,K814,COMMUNITY SCHOOL DISTRICT 14,,,,,,,,,,,,,,,,,,,,,,,,
15K001,K001,P.S. 001 The Bergen,331500010001,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1965,Open,K001,309 47 STREET,BROOKLYN,NY,11220,Zaida Vega,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K010,K010,"Magnet School of Math, Science and Design Technology",331500010010,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05",Jul 1 1930,Open,K010,511 7 AVENUE,BROOKLYN,NY,11215,LAURA SCOTT,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K015,K015,P.S. 015 Patrick F. Daly,331500010015,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1968,Open,K015,71 SULLIVAN STREET,BROOKLYN,NY,11231,PEGGY WYNS-MADISON,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K024,K024,P.S. 024,331500010024,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1997,Open,K024,427 38 STREET,BROOKLYN,NY,11232,Christina Fuentes,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K027,K027,Agnes Y. Humphrey School for Leadership,331500010027,DOE,General Academic,K-8,"04,05,07,08,09,10,11,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1890,Open,K027,27 HUNTINGTON STREET,BROOKLYN,NY,11231,Winston Hamann,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K029,K029,P.S. 029 John M. Harrigan,331500010029,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE",,Jul 1 1921,Open,K029,425 HENRY STREET,BROOKLYN,NY,11201,Melanie Raneri-Woods,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K032,K032,P.S. 032 Samuels Mills Sprole,331500010032,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1951,Open,K032,317 HOYT STREET,BROOKLYN,NY,11231,DEBORAH ANN FLORIO,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K038,K038,P.S. 038 The Pacific,331500010038,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1965,Open,K038,450 PACIFIC STREET,BROOKLYN,NY,11217,Yolanda Ramirez,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K039,K039,P.S. 039 Henry Bristow,331500010039,DOE,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 1877,Open,K039,417 6 AVENUE,BROOKLYN,NY,11215,Anita De Paz,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K051,K051,M.S. 51 William Alexander,331500010051,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1951,Open,K051,350 5 AVENUE,BROOKLYN,NY,11215,Lenore Berner,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K058,K058,P.S. 058 The Carroll,331500010058,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1957,Open,K058,330 SMITH STREET,BROOKLYN,NY,11231,Giselle McGee,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K088,K088,J.H.S. 088 Peter Rouget,331500010088,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1967,Open,K088,544 7 AVENUE,BROOKLYN,NY,11215,Ailene Altman Mitchell,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K094,K094,P.S. 094 The Henry Longfellow,331500010094,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1908,Open,K094,5010 6 AVENUE,BROOKLYN,NY,11220,Janette Caban,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K107,K107,P.S. 107 John W. Kimball,331500010107,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1894,Open,K107,1301 8 AVENUE,BROOKLYN,NY,11215,Cynthia Holton,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K124,K124,P.S. 124 Silas B. Dutcher,331500010124,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1900,Open,K124,515 4 AVENUE,BROOKLYN,NY,11215,Annabelle Martinez,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K130,K130,P.S. 130 The Parkside,331500010130,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1903,Open,K130,70 OCEAN PARKWAY,BROOKLYN,NY,11218,Maria Nunziata,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K131,K131,P.S. 131 Brooklyn,331500010131,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1901,Open,K131,4305 FT HAMILTON PARKWAY,BROOKLYN,NY,11219,Ruth Quiles,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K136,K136,I.S. 136 Charles O. Dewey,331500010136,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1901,Open,K136,4004 4 AVENUE,BROOKLYN,NY,11232,ERIC SACKLER,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K146,K146,P.S. 146,331500010146,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jan 8 1992,Open,K142,610 HENRY STREET,BROOKLYN,NY,11231,Anna Allanbrook,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K154,K154,Magnet School for Science & Technology,331500010154,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1908,Open,K154,1625 11 AVENUE,BROOKLYN,NY,11215,SAMUEL ORTIZ,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K169,K169,P.S. 169 Sunset Park,331500010169,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1915,Open,K169,4305 7 AVENUE,BROOKLYN,NY,11232,Josephine Santiago,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K172,K172,P.S. 172 Beacon School of Excellence,331500010172,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1914,Open,K172,825 4 AVENUE,BROOKLYN,NY,11232,Jack Spatola,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K230,K230,P.S. 230 Doris L. Cohen,331500010230,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1930,Open,K230,1 ALBEMARLE ROAD,BROOKLYN,NY,11218,Sharon Fiden,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K261,K261,P.S. 261 Philip Livingston,331500010261,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1958,Open,K261,314 PACIFIC STREET,BROOKLYN,NY,11201,Zipporiah Mills,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K295,K295,P.S. 295,331500010295,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Oct 4 1996,Open,K845,330 18 STREET,BROOKLYN,NY,11215,Deanna Marco,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K321,K321,P.S. 321 William Penn,331500010321,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1966,Open,K321,180 7 AVENUE,BROOKLYN,NY,11215,Elizabeth Phillips,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K429,K429,Brooklyn School for Global Studies,331500011429,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,K293,284 BALTIC STREET,BROOKLYN,NY,11201,Lisa Gibbs,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K442,K442,New Horizons School,331500010442,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2003,Open,K032,317 HOYT STREET,BROOKLYN,NY,11231,Deanna Diable,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K443,K443,New Voices School of Academic & Creative Arts,331500010443,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE",,Jul 1 2003,Open,K845,330 18 STREET,BROOKLYN,NY,11215,Frank Giordano,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K447,K447,The Math & Science Exploratory School,331500010447,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,08",Jul 1 2003,Open,K655,345 DEAN STREET,BROOKLYN,NY,11217,Mrs. Lisa Gioe-Cordi,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K448,K448,Brooklyn Secondary School for Collaborative Studies,331500010448,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE",,Jul 1 2003,Open,K142,610 HENRY STREET,BROOKLYN,NY,11231,Alyce Barr,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K462,K462,Secondary School for Law,331500011462,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2001,Open,K460,237 7 AVENUE,BROOKLYN,NY,11215,Larry Woodbridge,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K463,K463,Secondary School for Journalism,331500011463,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2003,Open,K460,237 7 AVENUE,BROOKLYN,NY,11215,Abbie Reif,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K464,K464,Secondary School for Research,331500011464,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2003,Open,K460,237 7 AVENUE,BROOKLYN,NY,11215,Jill Bloomberg,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K497,K497,School for International Studies,331500011497,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2001,Open,K293,284 BALTIC STREET,BROOKLYN,NY,11201,Fred Walsh,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K498,K498,ACORN High School for Social Justice,331500011498,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 25 1999,Open,K987,1396 BROADWAY,BROOKLYN,NY,11221,Karen Watts,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K519,K519,Cobble Hill School of American Studies,331500011519,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",May 5 1998,Open,K804,347 BALTIC STREET,BROOKLYN,NY,11201,Kenneth Cuthbert,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K520,K520,Pacific High School,331500011520,DOE,Transfer School,High school,"10,11,12","10,11,12",Jul 1 1999,Open,K520,112 SCHERMERHORN STREET,BROOKLYN,NY,11201,MICHAEL COURTNEY,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K529,K529,West Brooklyn Community High School,331500011529,DOE,Transfer School,High school,"10,11,12",,Jul 1 2006,Open,K781,1053 41ST STREET,BROOKLYN,NY,11219,Liliana Polo,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K530,K530,Metropolitan Corporate Academy High School,331500011530,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1999,Open,K806,362 SCHERMERHORN STREET,BROOKLYN,NY,11217,Lennel George,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K656,K656,Brooklyn High School of the Arts,331500011656,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Mar 15 2000,Open,K655,345 DEAN STREET,BROOKLYN,NY,11217,Margaret Lacey Berman,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K667,K667,SUNSET PARK HIGH SCHOOL,331500011667,DOE,General Academic,High school,"09,SE",,Jul 1 2009,Open,K564,153 35TH STREET,BROOKLYN,NY,11232,Corinne Vinal,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K676,K676,RED HOOK NEIGHBORHOOD SCHOOL,331500010676,DOE,General Academic,Elementary,"PK,0K,01,02,03,SE",,Jul 1 2009,Open,K027,27 HUNTINGTON STREET,BROOKLYN,NY,11231,Rochel Brown,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K698,K698,South Brooklyn Community High School,331500011698,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",Jul 1 2002,Open,K825,173 CONOVER STREET,BROOKLYN,NY,11231,Louis Garcia,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
15K821,K821,Sunset Park Prep,331500010821,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,K136,4004 4 AVENUE,BROOKLYN,NY,11232,Lola Padin,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,,,,,,,,,,,,,,,,,,,,,,,,
16K005,K005,P.S. 005 Dr. Ronald Mcnair,331600010005,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,K005,820 HANCOCK STREET,BROOKLYN,NY,11233,Lena Gates,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,,,,,,,,,,,,,,,,,,,,,,,,
16K021,K021,P.S. 021 Crispus Attucks,331600010021,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1956,Open,K021,180 CHAUNCEY STREET,BROOKLYN,NY,11233,Harold Anderson,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,,,,,,,,,,,,,,,,,,,,,,,,
16K025,K025,P.S. 025 Eubie Blake School,331600010025,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1942,Open,K025,787 LAFAYETTE AVENUE,BROOKLYN,NY,11221,Anita Coley,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,,,,,,,,,,,,,,,,,,,,,,,,
16K026,K026,P.S. 026 Jesse Owens,331600010026,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1956,Open,K026,1010 LAFAYETTE AVENUE,BROOKLYN,NY,11221,Michele Ashley,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,,,,,,,,,,,,,,,,,,,,,,,,
16K028,K028,P.S. 028 The Warren Prep Academy,331600010028,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06","PK,0K,01,02,03,04,05",Jul 1 1913,Open,K028,1001 HERKIMER STREET,BROOKLYN,NY,11233,Sadie Silver,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,,,,,,,,,,,,,,,,,,,,,,,,
16K035,K035,M.S. 035 Stephen Decatur,331600010035,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","06,07,08",Jul 1 1926,Open,K035,272 MCDONOUGH STREET,BROOKLYN,NY,11233,Jacklyn Charles-Marcus,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,,,,,,,,,,,,,,,,,,,,,,,,
16K040,K040,P.S. 040 George W. Carver,331600010040,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1965,Open,K040,265 RALPH AVENUE,BROOKLYN,NY,11233,Leonie Hibbert,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,,,,,,,,,,,,,,,,,,,,,,,,
