ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Principal Name,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,,,,,,,,,,,,,,,,,,,,,,,,
09X109,X109,P.S. 109 Sedgwick,320900010109,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1953,Open,X109,1771 POPHAM AVENUE,BRONX,NY,10453,Amanda Blatter,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X110,X110,P.S. 110 Theodore Schoenfeld,320900010110,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 1964,Open,X110,580 CROTONA PARK SOUTH,BRONX,NY,10456,Daisy Perez,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X114,X114,P.S. X114 - Luis Llorens Torres Schools,320900010114,DOE,General Academic,Elementary,"0K,01,02,03,04,SE","0K,01,02,03,04",Jul 1 1941,Open,X114,1155 CROMWELL AVENUE,BRONX,NY,10452,Olivia Francis-Webber,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X117,X117,I.S. 117 Joseph H. Wade,320900010117,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1938,Open,X117,1865 MORRIS AVENUE,BRONX,NY,10453,Delise Jones,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X126,X126,P.S. 126 Dr Marjorie H Dunbar,320900010126,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05,06",Jul 1 1971,Open,X126,175 WEST 166 STREET,BRONX,NY,10452,Nadine Kee-Foster,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X128,X128,Mott Hall III,320900010128,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2001,Open,X055,450 SAINT PAUL'S PLACE,BRONX,NY,10456,Jorisis Stupart,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X132,X132,P.S. 132 Garret A. Morgan,320900010132,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1960,Open,X132,1245 WASHINGTON AVENUE,BRONX,NY,10456,Anissa Chalmers,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X145,X145,J.H.S. 145 Arturo Toscaninni,320900010145,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","05,06,07,08",Jul 1 1965,Open,X145,1000 TELLER AVENUE,BRONX,NY,10456,Robert Hannibal,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X163,X163,P.S. 163 Arthur A. Schomburg,320900010163,DOE,General Academic,Elementary,"01,02,03,04,05,SE","0K,01,02,03,04",Jul 1 1975,Open,X163,2075 WEBSTER AVENUE,BRONX,NY,10457,Dilsia Martinez,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X166,X166,J.H.S. 166 Roberto Clemente,320900010166,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","05,06,07,08",Jul 1 1972,Open,X166,250 EAST 164 STREET,BRONX,NY,10456,Lauren Reiss,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X170,X170,P.S. 170,320900010170,DOE,General Academic,Elementary,"0K,01,02,SE","0K,01,02",Jul 1 1993,Open,X170,1598 TOWNSEND AVENUE,BRONX,NY,10452,Nancy Ramos,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X199,X199,P.S. 199X - The Shakespeare School,320900010199,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Aug 21 2000,Open,X104,1449 SHAKESPEARE AVENUE,BRONX,NY,10452,Lilia Navarrete,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X204,X204,P.S. 204 Morris Heights,320900010204,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Aug 26 1991,Open,X824,108 WEST 174 STREET,BRONX,NY,10453,Marcy Glattstein,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X215,X215,Kappa,320900010215,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE",,Jul 1 2000,Open,X148,3630 THIRD AVENUE,BRONX,NY,10456,Sheri Warren,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X218,X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,320900010218,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","01,02,03,04,05,06,07,08",Jul 1 1999,Open,X235,1220 GERARD AVENUE,BRONX,NY,10452,Leticia Rosario,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X219,X219,I.S. 219 New Venture School,320900010219,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",Jul 1 1999,Open,X148,3630 THIRD AVENUE,BRONX,NY,10456,Dominic Cipollone,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X227,X227,Bronx Expeditionary Learning High School,320900011227,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,X410,240 EAST 172 STREET,BRONX,NY,10457,Ryan Scallon,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X229,X229,I.S. 229 Roland Patterson,320900010229,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","04,05,06,07,08",Jul 1 1977,Open,X229,275 HARLEM RIVER PARK BRIDGE,BRONX,NY,10453,Ezra Matthias,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X230,X230,P.S. 230 Dr Roland N. Patterson,320900010230,DOE,General Academic,Elementary,"0K,01,02,03,04,SE","0K,01,02,03,04",May 18 1992,Open,X229,275 HARLEM RIVER PARK BRIDGE,BRONX,NY,10453,Rowena Penn-Jackson,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X231,X231,Eagle Academy for Young Men,320900011231,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,X166,250 EAST 164 STREET,BRONX,NY,10456,Osei Owusu-Afriye,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X232,X232,I.S. 232,320900010232,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2000,Open,X082,1700 MACOMBS ROAD,BRONX,NY,10453,Neifi Acosta,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X236,X236,P.S. 236 Langston Hughes,320900010236,DOE,General Academic,Elementary,"PK,0K,01,02,03,SE","0K,01,02",Jul 1 1971,Open,X236,499 EAST 175 STREET,BRONX,NY,10457,Beverly Ellis,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X239,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",320900011239,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,X410,240 EAST 172 STREET,BRONX,NY,10457,Jonathan Foy,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X241,X241,"Urban Assembly School for Applied Math and Science, The",320900011241,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,10,SE","06,07,08,09,10,11,12",Sep 8 2004,Open,X970,1595 BATHGATE AVENUE,BRONX,NY,10457,Kenneth Baum,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X250,X250,Eximius College Preparatory Academy: A College Board School,320900011250,DOE,General Academic,Secondary School,"07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2005,Open,X002,1365 FULTON AVENUE,BRONX,NY,10456,Tammy Smith,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X252,X252,Mott Hall Bronx High School,320900011252,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,X970,1595 BATHGATE AVENUE,BRONX,NY,10457,David Tinagero,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X260,X260,Bronx Center for Science and Mathematics,320900011260,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,X002,1365 FULTON AVENUE,BRONX,NY,10456,Edward Tom,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X263,X263,Validus Preparatory Academy: An Expeditionary Learning School,320900011263,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,X970,1595 BATHGATE AVENUE,BRONX,NY,10457,Brady Smith,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X276,X276,Leadership Institute,320900011276,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,X004,1701 FULTON AVENUE,BRONX,NY,10457,MARTA COLON,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X297,X297,Morris Academy for Collaborative Studies,320900011297,DOE,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,X400,1110 BOSTON ROAD,BRONX,NY,10456,Charles Osewalt,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X303,X303,I.S. X303 Leadership & Community Service,320900010303,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,X082,1700 MACOMBS ROAD,BRONX,NY,10453,Patricia Bentley,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X313,X313,I.S. 313 School of Leadership Development,320900010313,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","06,07,08",Jul 1 1999,Open,X147,1600 WEBSTER AVENUE,BRONX,NY,10457,Lauren Wilkins,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X323,X323,Bronx Writing Academy,320900010323,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,SE","06,07,08",Sep 8 2004,Open,X022,270 EAST 167 STREET,BRONX,NY,10456,KAMAR SAMUELS,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X324,X324,Bronx Early College Academy for Teaching & Learning,320900011324,DOE,General Academic,Secondary School,"06,07,08,09,SE",,Jul 1 2006,Open,X166,250 EAST 164 STREET,BRONX,NY,10456,John Barnes,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X325,X325,Urban Science Academy,320900010325,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","05,06,07,08",Sep 8 2004,Open,X145,1000 TELLER AVENUE,BRONX,NY,10456,Patrick Kelly,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X327,X327,Comprehensive Model School Project M.S. 327,320900010327,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,X110,580 CROTONA PARK SOUTH,BRONX,NY,10456,Manuel Ramirez,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X328,X328,New Millennium Business Academy Middle School,320900010328,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","06,07,08",Sep 8 2004,Open,X145,1000 TELLER AVENUE,BRONX,NY,10456,Dorald Bastian,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X329,X329,DreamYard Preparatory School,320900011329,DOE,General Academic,High school,"09,10,11,12,SE",,Jul 1 2006,Open,X410,240 EAST 172 STREET,BRONX,NY,10457,Rod Bowen,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X339,X339,I.S. 339,320900010339,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,X147,1600 WEBSTER AVENUE,BRONX,NY,10457,Jason Levy,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X365,X365,Academy for Language and Technology,320900011365,DOE,General Academic,High school,"09,10,11",,Jul 1 2007,Open,X082,1700 MACOMBS ROAD,BRONX,NY,10453,ARISLEYDA URENA,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X403,X403,Bronx International High School,320900011403,DOE,General Academic,High school,"09,10,11,12,SE","09,10,12",Jul 1 2001,Open,X400,1110 BOSTON ROAD,BRONX,NY,10456,Joaquin Vega,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X404,X404,School for Excellence,320900011404,DOE,General Academic,High school,"08,09,10,11,12,SE","09,10",Jul 1 2001,Open,X400,1110 BOSTON ROAD,BRONX,NY,10456,Wade Fuller,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X412,X412,Bronx High School of Business,320900011412,DOE,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X410,240 EAST 172 STREET,BRONX,NY,10457,Enrique Lizardi,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X413,X413,Bronx High School for Medical Science,320900011413,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,09,10,12",Jul 1 2001,Open,X410,240 EAST 172 STREET,BRONX,NY,10457,William Quintana,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X414,X414,Jonathan Levin High School for Media and Communications,320900011414,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X410,240 EAST 172 STREET,BRONX,NY,10457,Nasib Hoxha,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X443,X443,THE FAMILY SCHOOL,320900010443,DOE,General Academic,Elementary,"0K,01,02,SE",,Jul 1 2009,Open,X090,1116 SHERIDAN AVENUE,BRONX,NY,10456,Pamela Lee,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X449,X449,GRANT AVENUE ELEMENTARY SCHOOL,320900010449,DOE,General Academic,Elementary,"0K,01,SE",,Jul 1 2009,Open,X166,250 EAST 164 STREET,BRONX,NY,10456,Kristin Erat,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X454,X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,320900010454,DOE,General Academic,Junior High-Intermediate-Middle,"06,SE",,Jul 1 2009,Open,X166,250 EAST 164 STREET,BRONX,NY,10456,Dr. Patrick B. Awosogba,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X457,X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,320900010457,DOE,General Academic,Elementary,"0K,01,02",,Jul 1 2009,Open,X090,1116 SHERIDAN AVENUE,BRONX,NY,10456,Lisette Febus,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X505,X505,"Bronx School for Law, Government and Justice",320900011505,DOE,General Academic,Secondary School,"07,08,09,10,11,12,SE","07,08,09,10,11,12",Aug 4 1997,Open,X460,244 EAST 163 STREET,BRONX,NY,10451,Meisha Ross-Porter,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X517,X517,Frederick Douglass Academy III Secondary School,320900011517,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2000,Open,X148,3630 THIRD AVENUE,BRONX,NY,10456,Rahesha Amon,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X525,X525,Bronx Leadership Academy High School,320900011525,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,X876,1710 WEBSTER AVENUE,BRONX,NY,10457,"Kenneth Gaskins,Jr.",9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X527,X527,Bronx Leadership Academy II High School,320900011527,DOE,General Academic,High school,"09,10,11,12,SE",9,Jul 1 2001,Open,X400,1110 BOSTON ROAD,BRONX,NY,10456,ELYSE DOTI,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
09X543,X543,High School for Violin and Dance,320900011543,DOE,General Academic,High school,"09,10,11,12,SE",9,Jul 1 2003,Open,X400,1110 BOSTON ROAD,BRONX,NY,10456,TANYA JOHN,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,,,,,,,,,,,,,,,,,,,,,,,,
10X003,X003,P.S. 3 Raul Julia Micro Society,321000010003,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","01,02,03,04,05,06,07,08",Jul 1 1995,Open,X003,2100 LAFONTAINE AVENUE,BRONX,NY,10457,Denise Brown,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X007,X007,P.S. 007 Kingsbridge,321000010007,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","01,02,03,04,05",Jul 1 1929,Open,X007,3201 KINGSBRIDGE AVENUE,BRONX,NY,10463,Ren̩e Cloutier,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X008,X008,P.S. 008 Issac Varian,321000010008,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1958,Open,X008,3010 BRIGGS AVENUE,BRONX,NY,10458,ROSA MARIA PERALTA,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X009,X009,P.S. 9 Ryer Avenue Elementary School,321000010009,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1938,Open,X009,230 EAST 183 STREET,BRONX,NY,10458,Denise Eggleston,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X015,X015,P.S. X015 Institute for Environmental Learning,321000010015,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1995,Open,X015,2195 ANDREWS AVENUE,BRONX,NY,10453,Eddice Mebane-Griffin,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X020,X020,P.S. 20 P.O.George J. Werdan III,321000010020,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1996,Open,X020,3050 WEBSTER AVENUE,BRONX,NY,10467,Carol Carlsen,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X023,X023,P.S. 023 The New Children's School,321000010023,DOE,General Academic,Elementary,"PK,0K,01,02,03,SE","0K,01,02",Jul 1 1991,Open,X023,2151 WASHINGTON AVENUE,BRONX,NY,10457,Carolyn Jones,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X024,X024,P.S. 024 Spuyten Duyvil,321000010024,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1953,Open,X841,3333 HENRY HUDSON PARKWAY WEST,BRONX,NY,10463,DEIRDRE BURKE,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X032,X032,P.S. 032 Belmont,321000010032,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1899,Open,X032,690 EAST 183 STREET,BRONX,NY,10458,Esther Schwartz,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X033,X033,P.S. 033 Timothy Dwight,321000010033,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1899,Open,X033,2424 JEROME AVENUE,BRONX,NY,10468,Lynette Santos,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X037,X037,P.S. X037 - Multiple Intelligence School,321000010037,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1994,Open,X037,360 WEST 230 STREET,BRONX,NY,10463,KENNETH PETRICCIONE,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X045,X045,J.H.S. 045 Thomas C. Giordano,321000010045,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1912,Open,X045,2502 LORILLARD PLACE,BRONX,NY,10458,Annamaria Giordano,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X046,X046,P.S. 046 Edgar Allan Poe,321000010046,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1911,Open,X046,279 EAST 196 STREET,BRONX,NY,10458,Jennifer Alexander-Ade,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X051,X051,P.S. 051 Bronx New School,321000010051,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06,07,08",May 5 1992,Open,X825,3200 JEROME AVENUE,BRONX,NY,10468,Paul Smith,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X054,X054,P.S. / I.S. 54,321000010054,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","01,02,03,04,05",Jul 1 1999,Open,X054,2703 WEBSTER AVENUE,BRONX,NY,10458,Maribelle Nunez-Pardo,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X056,X056,P.S. 056 Norwood Heights,321000010056,DOE,General Academic,Elementary,"01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1915,Open,X056,341 EAST 207 STREET,BRONX,NY,10467,Priscilla Sheeran,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X059,X059,P.S. 059 The Community School of Technology,321000010059,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1921,Open,X059,2185 BATHGATE AVENUE,BRONX,NY,10457,Christine McHugh,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X079,X079,P.S. 079 Creston,321000010079,DOE,General Academic,Elementary,"03,04,05,SE","0K,01,02,03,04,05,06",Jul 1 1925,Open,X079,125 EAST 181 STREET,BRONX,NY,10453,PAMELA L EDWARDS,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X080,X080,J.H.S. 080 The Mosholu Parkway,321000010080,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1925,Open,X080,149 EAST MOSHOLU PKWY,BRONX,NY,10467,Lovey Mazique-Rivera,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X081,X081,P.S. 081 Robert J. Christen,321000010081,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1926,Open,X081,5550 RIVERDALE AVENUE,BRONX,NY,10471,Melodie Mashel,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X085,X085,P.S. 085 Great Expectations,321000010085,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1933,Open,X085,2400 MARION AVENUE,BRONX,NY,10458,Ted Husted,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X086,X086,P.S. 086 Kingsbridge Heights,321000010086,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05,06",Jul 1 1928,Open,X086,2756 RESERVOIR AVENUE,BRONX,NY,10468,Sheldon Benardo,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X091,X091,P.S. 091 Bronx,321000010091,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1929,Open,X091,2200 AQUEDUCT AVENUE,BRONX,NY,10453,Rosemary Prati,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X094,X094,P.S. 094 Kings College School,321000010094,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1929,Open,X094,3530 KINGS COLLEGE PLACE,BRONX,NY,10467,Diane DaProcida,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X095,X095,P.S. 095 Sheila Mencher,321000010095,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1933,Open,X095,3961 HILLMAN AVENUE,BRONX,NY,10463,Serge Marshall Davis,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
10X118,X118,J.H.S. 118 William W. Niles,321000010118,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1939,Open,X118,577 EAST 179 STREET,BRONX,NY,10457,ELIZABETH LAWRENCE,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,,,,,,,,,,,,,,,,,,,,,,,,
