,system_code,location_code,location_name,primary_address_line_1,LONGITUDE,LATITUDE
1086,79M573,M573,Borough Academies,850 10TH AVENUE,-73.9891,40.7683
1087,02M575,M575,Manhattan Comprehensive Night and Day High School,240 2 AVENUE,-73.984333,40.732699
1088,02M580,M580,Richard R. Green High School of Teaching,7 BEAVER STREET,-74.013303,40.705688
1089,02M580,M580,Richard R. Green High School of Teaching,7 BEAVER STREET,-74.013303,40.705688
1090,02M586,M586,Harvey Milk High School,2-10 ASTOR PLACE,-73.992343,40.729661
1091,02M600,M600,The High School of Fashion Industries,225 WEST  24 STREET,-73.996354,40.745677
1092,02M605,M605,Humanities Preparatory Academy,351 WEST  18 STREET,-74.00254,40.743407
1093,04M610,M610,Young Women's Leadership School,105 EAST 106TH STREET,-73.947171,40.792932
1094,02M615,M615,Chelsea Career and Technical Education High School,131 AVENUE OF THE AMERICAS,-74.005058,40.72463
1095,02M620,M620,Norman Thomas High School,111 EAST  33RD STREET,-73.98107,40.74651
1096,02M625,M625,High School of Graphic Communication Arts,439 WEST 49TH STREET,-73.990318,40.763655
1097,02M630,M630,Art and Design High School,231-249 EAST 56 STREET,-73.967204,40.759248
1098,04M635,M635,Academy of Environmental Science Secondary High Sc,410 EAST 100 STREET,-73.942154,40.785107
1099,01M650,M650,Cascades High School,198 FORSYTH STREET,-73.990468,40.722415
1100,02M655,M655,Life Sciences Secondary School,320 EAST  96 STREET,-73.945933,40.783286
1101,05M670,M670,Thurgood Marshall Academy for Learning and Social,200-214 WEST 135TH STREET,-73.944299,40.815237
1102,04M680,M680,"Heritage School, The",1680 LEXINGTON AVENUE,-73.946879,40.791966
1103,05M685,M685,Bread & Roses Integrated Arts High School,6 EDGECOMBE AVENUE,-73.947151,40.817228
1104,02M690,M690,School for the Physical City High School,34 WEST  14 STREET,-73.995731,40.736416
1105,05M692,M692,"High School for Mathematics, Science and Engineeri",240 CONVENT AVE,-73.950354,40.820208
1106,04M695,M695,Urban Peace Academy,2351 1ST AVENUE,-73.93374,40.799265
1107,01M696,M696,Bard High School Early College,525 EAST HOUSTON STREET,-73.976093,40.718276
1108,84M701,M701,J A Reisenbach Charter School,257 WEST 117 STREET,-73.9538,40.8047
1109,84M702,M702,Sisulu-Walker Charter School of Harlem,125 WEST 115 STREET,-73.951357,40.802096
1110,84M704,M704,Harbor Science and Arts Charter School,132 EAST 111 STREET,-73.944449,40.795404
1111,84M705,M705,Amber Charter School,220 EAST 106 STREET,-73.943904,40.790932
1112,84M707,M707,John V. Lindsay Wildcat Academy Charter School,17 BATTERY PLACE,-74.015837,40.705605
1113,84M708,M708,Harlem Prep Charter School,240 EAST 123 STREET,-73.935335,40.801547
1114,84M709,M709,Harlem Village Academy West Charter School,244 WEST 144 STREET,-73.941111,40.821208
1115,75M721,M721,P.S. M721 - Manhattan Occupational Training Center,250 WEST HOUSTON STREET,-74.006155,40.729052
1116,75M721,M721,P.S. M721 - Manhattan Occupational Training Center,250 WEST HOUSTON STREET,-74.006155,40.729052
1117,75M723,M723,Manhattan Transition Center,135 CONVENT ROAD,0,0
1118,84M726,M726,KIPP STAR College Prep Charter School,433 WEST 123 STREET,-73.955722,40.810793
1119,84M726,M726,KIPP STAR College Prep Charter School,433 WEST 123 STREET,-73.955722,40.810793
1120,75M751,M751,Manhattan School for Career Development,113 EAST  4TH STREET,-73.987791,40.725892
1121,75M811,M811,P.S. M811 - Mickey Mantle School,466 WEST END AVENUE,-73.979217,40.78633
1122,04M825,M825,Isaac Newton Middle School for Math & Science,260 PLEASANT AVENUE,-73.932868,40.794184
1123,01M839,M839,Tompkins Square Middle School,600 EAST  6 STREET,-73.981597,40.72313
1124,03M859,M859,Special Music School,129 WEST  67 STREET,-73.982976,40.775256
1125,03M860,M860,Frederick Douglass Academy II Secondary School,215 WEST 114 STREET,-73.954152,40.80261
1126,84M861,M861,Future Leaders Institute Charter School,134 WEST 122 STREET,-73.948385,40.806055
1127,03M862,M862,Mott Hall II,234 WEST 109 STREET,-73.965949,40.802653
1128,02M896,M896,Lower Manhattan Community Middle School,26 BROADWAY,-74.013303,40.705688
1129,02M896,M896,Lower Manhattan Community Middle School,26 BROADWAY,-74.013303,40.705688
1130,02M933,M933,City Knoll Middle School,440 WEST  53 STREET,-73.989776,40.76588
1131,04M964,M964,Central Park East II,433 EAST 100 STREET,-73.940919,40.785559
1132,30Q002,Q002,P.S. 002 Alfred Zimberg,75-10 21 AVENUE,-73.894108,40.769798
1133,75Q004,Q004,P.S. Q004,196-25 PECK AVENUE,-73.778118,40.7417
1134,24Q005,Q005,I.S. 5 - The Walter Crowley Intermediate School,50-40 JACOBUS STREET,-73.888133,40.737405
1135,24Q007,Q007,P.S. 007 Louis F. Simeone,80-55 CORNISH AVENUE,-73.882446,40.739644
1136,28Q008,Q008,J.H.S. 008 Richard S. Grossley,108-35 167 STREET,-73.786403,40.69691
1137,75Q009,Q009,P.S. 009,58-74 57 STREET,-73.912458,40.718234
1138,30Q010,Q010,I.S. 010 Horace Greeley,45-11 31ST AVE,-73.911962,40.760122
1139,30Q011,Q011,P.S. 011 Kathryn Phelan,54-25 SKILLMAN AVENUE,-73.909032,40.746127
1140,24Q012,Q012,P.S. 012 James B. Colgate,42-00 72 STREET,-73.893466,40.742284
1141,24Q013,Q013,P.S. 013 Clement C. Moore,55-01 94 STREET,-73.867662,40.737441
1142,24Q014,Q014,P.S. 014 Fairview,107-01 OTIS AVENUE,-73.85457,40.74102
1143,29Q015,Q015,P.S. 015 Jackie Robinson,121-15 LUCAS STREET,-73.756546,40.68605
1144,24Q016,Q016,P.S. Q016 The Nancy DeBenedittis School,41-15 104 STREET,-73.860547,40.748996
1145,30Q017,Q017,P.S. 017 Henry David Thoreau,28-37 29 STREET,-73.922544,40.768034
1146,26Q018,Q018,P.S. 018 Winchester,86-35 235 COURT,-73.73229,40.731853
1147,24Q019,Q019,P.S. 019 Marino Jeantet,98-02 ROOSEVELT AVENUE,-73.866557,40.7486
1148,25Q020,Q020,P.S. 020 John Bowne,142-30 BARCLAY AVENUE,-73.824388,40.758347
1149,25Q021,Q021,P.S. 021 Edward Hart,147-36 26 AVENUE,-73.818581,40.774134
1150,25Q022,Q022,P.S. 022 Thomas Jefferson,153-33 SANFORD AVENUE,-73.811373,40.761744
1151,75Q023,Q023,P.S. Q023 @ Queens Children Center,74-03 COMMONWEALTH BOULEVARD,-73.723644,40.747914
1152,25Q024,Q024,P.S. 024 Andrew Jackson,45-57 UNION STREET,-73.8181,40.751972
1153,25Q024,Q024,P.S. 024 Andrew Jackson,45-57 UNION STREET,-73.8181,40.751972
1154,25Q025,Q025,I.S. 025 Adrien Block,34-65 192 STREET,-73.789365,40.764884
1155,26Q026,Q026,P.S. 026 Rufus King,195-02 69 AVENUE,-73.777607,40.735935
1156,24Q028,Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,109-10 47 AVENUE,-73.854268,40.747017
1157,25Q029,Q029,P.S. 029 Queens,125-10 23 AVENUE,-73.842967,40.778029
1158,28Q030,Q030,P.S. 030 Queens,126-10 BEDELL STREET,-73.774668,40.679843
1159,26Q031,Q031,P.S. 031 Bayside,211-45 46 ROAD,-73.768994,40.757701
1160,25Q032,Q032,P.S. 032 State Street,171-11 35 AVENUE,-73.794323,40.765459
1161,29Q033,Q033,P.S. 033 Edward M. Funk,91-37 222 STREET,-73.734102,40.727172
1162,29Q034,Q034,P.S. 034 John Harvard,104-12 SPRINGFIELD BOULEVARD,-73.737702,40.710986
1163,29Q035,Q035,P.S. 035 Nathaniel Woodhull,191-02 90 AVENUE,-73.768894,40.713438
1164,29Q036,Q036,P.S. 036 Saint Albans School,187-01 FOCH BOULEVARD,-73.764081,40.691306
1165,29Q037,Q037,Cynthia Jenkins School,179-37 137 AVENUE,-73.758778,40.676201
1166,29Q038,Q038,P.S. 038 Rosedale,135-21 241 STREET,-73.733774,40.67115
1167,28Q040,Q040,P.S. 040 Samuel Huntington,109-20 UNION HALL STREET,-73.790975,40.693559
1168,26Q041,Q041,P.S. 041 Crocheron,214-43 35 AVENUE,-73.771225,40.770155
1169,27Q042,Q042,P.S./M.S 042 R. Vernam,488 BEACH  66 STREET,-73.794804,40.594358
1170,27Q043,Q043,P.S. 043,160 BEACH  29 STREET,-73.761086,40.59348
1171,27Q045,Q045,P.S. 045 Clarence Witherspoon,126-28 150 STREET,-73.788866,40.671871
1172,26Q046,Q046,P.S. 046 Alley Pond,64-45 218 STREET,-73.758042,40.745744
1173,27Q047,Q047,P.S. 047 Chris Galas,9 POWER ROAD,-73.821089,40.606476
1174,28Q048,Q048,P.S. 048 William Wordsworth,108-29 155 STREET,-73.796358,40.693736
1175,24Q049,Q049,P.S. 049 Dorothy Bonawit Kole,63-60 80th Street,-73.875493,40.719567
1176,28Q050,Q050,P.S. 050 Talfourd Lawn Elementary School,143-26 101 AVENUE,-73.806842,40.694868
1177,27Q051,Q051,P.S. 051,87-45 117 STREET,-73.831532,40.698286
1178,29Q052,Q052,P.S. 052 Queens,178-37 146 TERRACE,-73.767161,40.661427
1179,27Q053,Q053,M.S. 053 Brian Piccolo,10-45 NAMEOKE STREET,-73.749891,40.604019
1180,28Q054,Q054,P.S. 054 Hillside,86-02 127 STREET,-73.824629,40.702656
1181,28Q055,Q055,P.S. 055 Maure,131-10 97 AVENUE,-73.816156,40.69361
1182,27Q056,Q056,P.S. 056 Harry Eichler,86-10 114 STREET,-73.835735,40.698989
1183,24Q058,Q058,P.S. 58 - The School of Heroes,72-24 GRAND AVENUE,-73.890638,40.728517
1184,29Q059,Q059,I.S. 059 Springfield Gardens,132-55 RIDGEDALE STREET,-73.752772,40.681881
1185,27Q060,Q060,P.S. 060 Woodhaven,91-02 88 AVENUE,-73.852792,40.691467
1186,24Q061,Q061,I.S. 061 Leonardo Da Vinci,98-50 50 AVENUE,-73.862886,40.741898
1187,27Q062,Q062,P. S. 62 - Chester Park School,97-25 108 STREET,-73.835567,40.688359
1188,27Q063,Q063,P.S. 063 Old South,90-15 SUTTER AVENUE,-73.846796,40.676978
1189,27Q064,Q064,P.S. 064 Joseph P. Addabbo,82-01 101 AVENUE,-73.856956,40.681901
1190,27Q065,Q065,P.S. 65 - The Raymond York Elementary School,103-22 99 STREET,-73.841675,40.682293
1191,27Q066,Q066,P.S. 066 Jacqueline Kennedy Onassis,85-11 102 STREET,-73.846135,40.697941
1192,26Q067,Q067,J.H.S. 067 Louis Pasteur,51-60 MARATHON PARKWAY,-73.734832,40.762241
1193,24Q068,Q068,P.S. 068 Cambridge,59-09 SAINT FELIX AVENUE,-73.897372,40.696961
1194,30Q069,Q069,P.S. 069 Jackson Heights,77-02 37 AVENUE,-73.888457,40.748804
1195,30Q070,Q070,P.S. 070,30-45 42 STREET,-73.913964,40.761762
1196,30Q070,Q070,P.S. 070,30-45 42 STREET,-73.913964,40.761762
1197,24Q071,Q071,P.S. 071 Forest,62-85 FOREST AVENUE,-73.904798,40.711388
1198,28Q072,Q072,Catherine & Count Basie Middle School 72,133-25 GUY R BREWER BOULEVARD,-73.775643,40.675014
1199,24Q073,Q073,I.S. 73 - The Frank Sansivieri Intermediate School,70-02 54 AVENUE,-73.893318,40.728558
1200,26Q074,Q074,J.H.S. 074 Nathaniel Hawthorne,61-15 OCEANIA STREET,-73.766653,40.744743
1201,75Q075,Q075,Robert E. Peary School,16-66 HANCOCK STREET,-73.904888,40.698699
1202,30Q076,Q076,P.S. 076 William Hallet,36-36 10 STREET,-73.94163,40.760862
1203,24Q077,Q077,I.S. 077,976 SENECA AVENUE,-73.902147,40.699101
1204,30Q078,Q078,P.S./I.S. 78Q,48-09 CENTER BOULEVARD,-73.957177,40.744368
1205,25Q079,Q079,P.S. 079 Francis Lewis,147-27 15 DRIVE,-73.817338,40.786201
1206,28Q080,Q080,PS 80  The Thurgood Marshall Magnet School of Mult,171-05 137TH AVENUE,-73.769119,40.673483
1207,24Q081,Q081,P.S. 81Q Jean Paul Richter,559 CYPRESS AVENUE,-73.911885,40.703942
1208,28Q082,Q082,P.S. 082 Hammond,88-02 144 STREET,-73.8122,40.703897
1209,84Q083,Q083,Central Queens Academy Charter School,55-30 JUNCTION BOULEVARD,-73.866454,40.737321
1210,30Q084,Q084,P.S. 084 Steinway,22-45 41 STREET,-73.906117,40.771154
1211,30Q085,Q085,P.S. 085 Judge Charles Vallone,23-70 31 STREET,-73.915039,40.773126
1212,28Q086,Q086,P.S. Q086,87-41 PARSONS BOULEVARD,-73.803001,40.709461
1213,24Q087,Q087,P.S./I.S. 087 Middle Village,67-54 80 STREET,-73.871674,40.711559
1214,24Q088,Q088,P.S. 088 Seneca,60-85 CATALPA AVENUE,-73.896437,40.704105
1215,24Q089,Q089,P.S. 089 Elmhurst,85-28 BRITTON AVENUE,-73.879641,40.745963
1216,27Q090,Q090,P.S. 090 Horace Mann,86-50 109 STREET,-73.839517,40.696653
1217,24Q091,Q091,P.S. 091 Richard Arkwright,68-10 CENTRAL AVE,-73.883995,40.703503
1218,30Q092,Q092,P.S. 092 Harry T. Stewart Sr.,99-01 34 AVENUE,-73.868773,40.755983
1219,24Q093,Q093,I.S. 093 Ridgewood,66-56 FOREST AVENUE,-73.903057,40.705609
1220,26Q094,Q094,P.S. 094 David D. Porter,41-77 LITTLE NECK PARKWAY,-73.738703,40.771258
1221,29Q095,Q095,P.S. 095 Eastwood,179-01 90 AVENUE,-73.783283,40.711295
1222,27Q096,Q096,P.S. 096,130-01 ROCKAWAY BOULEVARD,-73.808128,40.675369
1223,27Q097,Q097,P.S. 097 Forest Park,85-52 85 STREET,-73.860031,40.694232
1224,26Q098,Q098,P.S. 098 The Douglaston School,40-20 235 STREET,-73.749998,40.768906
1225,28Q099,Q099,P.S. 099 Kew Gardens,82-37 KEW GARDENS ROAD,-73.827722,40.711502
1226,27Q100,Q100,P.S. 100 Glen Morris,111-11 118 STREET,-73.821545,40.679694
1227,28Q101,Q101,P.S. 101 School in the Gardens,2 RUSSELL PLACE,-73.8434,40.715543
1228,24Q102,Q102,P.S. 102 Bayview,55-24 VAN HORN STREET,-73.878243,40.733033
1229,27Q104,Q104,P.S. 104 The Bays Water,26-01 MOTT AVENUE,-73.764621,40.608002
1230,27Q105,Q105,P.S. 105 The Bay School,420 BEACH  51 STREET,-73.780961,40.595911
1231,27Q106,Q106,Lighthouse Elementary School,180 BEACH  35 STREET,-73.766846,40.594738
1232,25Q107,Q107,P.S. 107 Thomas A Dooley,167-02 45 AVENUE,-73.799476,40.755364
1233,27Q108,Q108,P.S. 108 Captain Vincent G. Fowler,108-10 109 AVENUE,-73.831025,40.679083
1234,29Q109,Q109,Jean Nuzzi Intermediate School,213-10 92 AVENUE,-73.746375,40.720074
1235,24Q110,Q110,P.S. 110,43-18 97TH PLACE,-73.866372,40.745995
1236,30Q111,Q111,P.S. 111 Jacob Blackwell,37-15 13 STREET,-73.939181,40.758342
1237,30Q112,Q112,P.S. 112 Dutch Kills,25-05 37 AVENUE,-73.933562,40.757293
1238,24Q113,Q113,P.S./I.S. 113 Anthony J. Pranzo,78-23 87TH STREET,-73.861493,40.705476
1239,27Q114,Q114,P.S./M.S. 114 Belle Harbor,134-01 CRONSTON AVENUE,-73.854364,40.577552
1240,26Q115,Q115,The James J. Ambrose School,80-51 261 STREET,-73.709404,40.744201
1241,29Q116,Q116,P.S./I.S. 116 William C. Hughley,107-25 WREN PLACE,-73.781839,40.70084
1242,28Q117,Q117,P.S. 117 J. Keld / Briarwood School,85-15 143 STREET,-73.812968,40.710428
1243,29Q118,Q118,P.S. 118 Lorraine Hansberry,190-20 109 ROAD,-73.765237,40.703182
1244,24Q119,Q119,P.S./I.S. 119 The Glendale,74-01 78 AVENUE,-73.875073,40.705187
1245,25Q120,Q120,P.S. 120 Queens,58-01 136 STREET,-73.828674,40.745215
1246,28Q121,Q121,P.S. 121 Queens,126-10 109 AVENUE,-73.81533,40.683585
1247,30Q122,Q122,P.S. 122 Mamie Fay,21-21 DITMARS BOULEVARD,-73.915785,40.780507
1248,27Q123,Q123,P.S. 123,145-01 119 AVENUE,-73.795571,40.678913
1249,27Q124,Q124,P.S. 124 Osmond A Church,129-15 150 AVENUE,-73.811266,40.665669
1250,24Q125,Q125,I.S. 125 Thom J. McCann Woodside,46-02 47 AVENUE,-73.918762,40.740452
1251,30Q126,Q126,Albert Shanker School for Visual and Performing Ar,31-51 21 STREET,-73.92999,40.766008
1252,30Q127,Q127,P.S. 127 Aerospace Science Magnet School,98-01 25 AVENUE,-73.870931,40.765507
1253,24Q128,Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",69-10 65th Drive,-73.885974,40.715005
1254,25Q129,Q129,P.S. 129 Patricia Larkin,128-02 7 AVENUE,-73.839505,40.789926
1255,25Q130,Q130,P.S. 130,200-01 42 AVENUE,-73.784009,40.760219
1256,29Q131,Q131,P.S. 131 Abigail Adams,170-45 84 AVENUE,-73.794061,40.71715
1257,29Q132,Q132,P.S. 132 Ralph Bunche,132-15 218 STREET,-73.7493,40.681948
1258,26Q133,Q133,P.S. 133 Queens,248-05 86 AVENUE,-73.717819,40.732458
1259,29Q134,Q134,P.S. 134 Hollis,203-02 109 AVENUE,-73.754747,40.707535
1260,29Q135,Q135,The Bellaire School,207-11 89 AVENUE,-73.757591,40.720864
1261,29Q136,Q136,P.S. 136 Roy Wilkins,201-15 115 AVENUE,-73.752694,40.69894
1262,27Q137,Q137,M.S. 137 America's School of Heroes,109-15 98 STREET,-73.839377,40.678112
1263,29Q138,Q138,P.S./M.S. 138 Sunrise,251-11 WELLER AVENUE,-73.734342,40.659876
1264,28Q139,Q139,P.S. 139 Rego Park,93-06 63 DRIVE,-73.862561,40.728012
1265,28Q140,Q140,P.S. 140 Edward K Ellington,166-01 116 AVENUE,-73.781255,40.687486
1266,30Q141,Q141,I.S. 141 The Steinway,37-11 21 AVENUE,-73.904508,40.775766
1267,24Q143,Q143,P.S. 143 Louis Armstrong,34-74 113 STREET,-73.855715,40.755393
1268,28Q144,Q144,P.S. 144 Col Jeromus Remsen,93-02 69 AVENUE,-73.852398,40.71489
1269,30Q145,Q145,I.S. 145 Joseph Pulitzer,33-34 80 STREET,-73.887523,40.754389
1270,27Q146,Q146,P.S. 146 Howard Beach,98-01 159 AVENUE,-73.834896,40.660531
1271,29Q147,Q147,P.S./M.S. 147 Ronald McNair,218-01 116 AVENUE,-73.74014,40.698028
1272,30Q148,Q148,P.S. 148 Queens,89-02 32 AVENUE,-73.878638,40.757629
1273,30Q149,Q149,P.S. 149 Christa McAuliffe,93-11 34 AVENUE,-73.874505,40.755759
1274,30Q150,Q150,P.S. 150 Queens,40-01 43 AVENUE,-73.923375,40.745887
1275,30Q151,Q151,P.S. 151 Mary D. Carter,50-05 31 AVENUE,-73.908146,40.758027
1276,30Q152,Q152,P.S. 152 Gwendoline N. Alleyne School,33-52 62 STREET,-73.900584,40.753094
1277,24Q153,Q153,P.S. 153 Maspeth Elem,60-02 60 LANE,-73.904463,40.716296
1278,25Q154,Q154,P.S. 154 Queens,75-02 162 STREET,-73.80775,40.726473
1279,27Q155,Q155,P.S. 155,130-02 115 AVENUE,-73.810067,40.679105
1280,29Q156,Q156,P.S. 156 Laurelton,229-02 137 AVENUE,-73.743327,40.672259
1281,28Q157,Q157,J.H.S. 157 Stephen A. Halsey,63-55 102ND STREET,-73.852879,40.732348
1282,26Q158,Q158,M.S. 158 Marie Curie,46-35 OCEANIA STREET,-73.771878,40.756562
1283,26Q159,Q159,P.S. 159,205-01 33 AVENUE,-73.783973,40.770108
1284,28Q160,Q160,P.S. 160 Walter Francis Bishop,109-59 INWOOD STREET,-73.799685,40.688373
1285,28Q161,Q161,P.S. 161 Arthur Ashe School,101-33 124 STREET,-73.82108,40.690439
1286,26Q162,Q162,P.S. 162 John Golden,201-02 53 AVENUE,-73.776576,40.748405
1287,25Q163,Q163,P.S. 163 Flushing Heights,159-01 59 AVENUE,-73.808765,40.741107
1288,25Q164,Q164,P.S. 164 Queens Valley,138-01 77 AVENUE,-73.823569,40.721514
1289,25Q165,Q165,P.S. 165 Edith K. Bergtraum,70-35 150 STREET,-73.816966,40.729746
1290,30Q166,Q166,P.S. 166 Henry Gradstein,33-09 35 AVENUE,-73.926249,40.757497
1291,28Q167,Q167,Metropolitan Expeditionary Learning School,91-30 METROPOLITAN AVENUE,-73.855543,40.708431
1292,25Q168,Q168,JHS 168 The Parsons,158-40 76 ROAD,-73.8102,40.7245
1293,25Q169,Q169,P.S. 169 Bay Terrace,18-25 212 STREET,-73.77843,40.782331
1294,84Q170,Q170,Peninsula Preparatory Academy Charter School,611 BEACH  19 STREET,-73.752565,40.600659
1295,30Q171,Q171,P.S. 171 Peter G. Van Alst,14-14 29 AVENUE,-73.929093,40.770926
1296,26Q172,Q172,Irwin Altman Middle School 172,81-14 257 STREET,-73.713245,40.741409
1297,26Q173,Q173,P.S. 173 Fresh Meadows,174-10 67 AVENUE,-73.795651,40.734097
1298,28Q174,Q174,P.S. 174 William Sidney Mount,65-10 DIETERLE CRESCENT,-73.861462,40.720583
1299,28Q175,Q175,P.S. 175 The Lynn Gross Discovery School,64-35 102 STREET,-73.85221,40.731016
1300,29Q176,Q176,P.S. 176 Cambria Heights,120-45 235 STREET,-73.729226,40.684987
1301,75Q177,Q177,P.S. Q177,56-37 188 STREET,-73.787419,40.7434
1302,26Q178,Q178,P.S./ IS 178 Holliswood,189-10 RADNOR ROAD,-73.777314,40.724061
1303,27Q180,Q180,MS 180 Gerald R. Dever Ms,320 BEACH 104TH STREET,-73.8257,40.5841
1304,29Q181,Q181,P.S. 181 Brookfield,148-15 230 STREET,-73.752948,40.655674
1305,28Q182,Q182,P.S. 182 Samantha Smith,153-27 88TH AVENUE,-73.803183,40.70675
1306,27Q183,Q183,P.S. 183 Dr. Richard R. Green,2-45 BEACH  79 STREET,-73.805866,40.58922
1307,25Q184,Q184,P.S. 184 Flushing Manor,163-15 21 ROAD,-73.799158,40.778334
1308,25Q185,Q185,J.H.S. 185 Edward Bleeker,147-26 25 DRIVE,-73.818607,40.774906
1309,26Q186,Q186,P.S. 186 Castlewood,252-12 72 AVENUE,-73.721594,40.749556
1310,26Q188,Q188,P.S. 188 Kingsbury,218-12 HARTLAND AVENUE,-73.753985,40.736063
1311,25Q189,Q189,J.H.S. 189 Daniel Carter Beard,144-80 BARCLAY AVENUE,-73.818399,40.759963
1312,28Q190,Q190,J.H.S. 190 Russell Sage,68-17 AUSTIN STREET,-73.8517,40.723478
1313,26Q191,Q191,P.S. 191 Mayflower,85-15 258 STREET,-73.708617,40.734266
1314,29Q192,Q192,I.S. 192 The Linden,109-89 204 STREET,-73.752885,40.705989
1315,25Q193,Q193,P.S. 193 Alfred J. Kennedy,152-20 11 AVENUE,-73.808987,40.792053
1316,25Q194,Q194,J.H.S. 194 William Carr,154-60 17 AVENUE,-73.80699,40.783231
1317,29Q195,Q195,P.S. 195 William Haberle,253-50 149 AVENUE,-73.735618,40.652641
1318,28Q196,Q196,P.S. 196 Grand Central Parkway,71-25 113 STREET,-73.837379,40.722792
1319,27Q197,Q197,P.S. 197 The Ocean School,825 HICKSVILLE ROAD,-73.744128,40.599664
1320,27Q198,Q198,JHS 198 Benjamin N Cardozo,365 BEACH  56 STREET,-73.7862,40.594
1321,24Q199,Q199,P.S. 199 Maurice A. Fitzgerald,39-20 48 AVENUE,-73.926081,40.739831
1322,25Q200,Q200,P.S./M.S. 200 - The Magnet School of Global Studie,70-10 164 STREET,-73.805759,40.73107
1323,25Q201,Q201,P.S. 201 The Discovery School for Inquiry and Rese,65-11 155 STREET,-73.813011,40.736541
1324,27Q202,Q202,J.H.S. 202 Robert H. Goddard,138-30 LAFAYETTE STREET,-73.845992,40.670905
1325,26Q203,Q203,P.S. 203 Oakland Gardens,53-11 SPRINGFIELD BOULEVARD,-73.759822,40.753606
1326,30Q204,Q204,I.S. 204 Oliver W. Holmes,36-41 28 STREET,-73.932628,40.756471
1327,26Q205,Q205,P.S. 205 Alexander Graham Bell,75-25 BELL BOULEVARD,-73.756374,40.738008
1328,28Q206,Q206,P.S. 206 The Horace Harding School,61-02 98 STREET,-73.861004,40.73404
1329,28Q206,Q206,P.S. 206 The Horace Harding School,61-02 98 STREET,-73.861004,40.73404
1330,27Q207,Q207,P.S. 207 Rockwood Park,159-15 88 STREET,-73.843881,40.657736
1331,29Q208,Q208,P.S./I.S. 208,74-30 COMMONWEALTH BLVD,-73.727632,40.744276
1332,25Q209,Q209,P.S. 209 Clearview Gardens,16-10 UTOPIA PARKWAY,-73.795845,40.783777
1333,27Q210,Q210,J.H.S. 210 Elizabeth Blackwell,93-11 101 AVENUE,-73.847633,40.68476
1334,24Q211,Q211,Elm Tree Elementary School,50-51 98TH STREET,-73.863408,40.741139
1335,30Q212,Q212,P.S. 212,34-25 82 STREET,-73.884458,40.753035
1336,26Q213,Q213,P.S. 213 The Carl Ullman School,231-02 67 AVENUE,-73.74539,40.747457
1337,25Q214,Q214,P.S. 214 Cadwallader Colden,31-15 140 STREET,-73.827606,40.770215
1338,27Q215,Q215,P.S. 215 Lucretia Mott,535 BRIAR PLACE,-73.758587,40.599467
1339,26Q216,Q216,J.H.S. 216 George J. Ryan,64-20 175 STREET,-73.794501,40.737188
1340,28Q217,Q217,J.H.S. 217 Robert A. Van Wyck,85-05 144 STREET,-73.811461,40.710384
1341,25Q219,Q219,P.S. 219 Paul Klapper,144-39 GRAVETT ROAD,-73.823841,40.737448
1342,28Q220,Q220,P.S. 220 Edward Mandel,62-10 108 STREET,-73.852621,40.736314
1343,26Q221,Q221,P.S. 221 The North Hills School,57-40 MARATHON PARKWAY,-73.731518,40.758808
1344,30Q222,Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,86-15 37 AVENUE,-73.879991,40.750442
1345,27Q223,Q223,P.S. 223 Lyndon B. Johnson,125-20 SUTPHIN BOULEVARD,-73.78953,40.673898
1346,75Q224,Q224,P.S. Q224,252-12 72 AVENUE,-73.721594,40.749556
1347,27Q225,Q225,P.S. 225 Seaside,190 BEACH 110 STREET,-73.83109,40.580907
1348,27Q226,Q226,J.H.S. 226 Virgil I. Grissom,121-10 ROCKAWAY BOULEVARD,-73.81673,40.675021
1349,30Q227,Q227,I.S. 227 Louis Armstrong,32-02 JUNCTION BOULEVARD,-73.874614,40.757567
1350,30Q228,Q228,The Ivan Lafayette Early Childhood School of the A,32-63 93 STREET,-73.874947,40.756931
1351,30Q228,Q228,The Ivan Lafayette Early Childhood School of the A,32-63 93 STREET,-73.874947,40.756931
1352,24Q229,Q229,P.S. 229 Emanuel Kaplan,67-25 51 ROAD,-73.897108,40.734682
1353,30Q230,Q230,I.S. 230,73-10 34 AVENUE,-73.892883,40.752618
1354,29Q231,Q231,I.S. 231 Magnetech 2000,145-00 SPRINGFIELD BOULEVARD,-73.759396,40.664809
1355,27Q232,Q232,P.S. 232 Lindenwood,153-23 83 STREET,-73.850622,40.665408
1356,75Q233,Q233,P.S. Q233,91-30 METROPOLITAN AVENUE,-73.855543,40.708431
1357,30Q234,Q234,P.S. 234,30-15 29 STREET,-73.923044,40.766898
1358,30Q234,Q234,P.S. 234,30-15 29 STREET,-73.923044,40.766898
1359,30Q235,Q235,Academy for New Americans,30-14 30 STREET,-73.923044,40.766898
1360,30Q235,Q235,Academy for New Americans,30-14 30 STREET,-73.923044,40.766898
1361,24Q236,Q236,International High School for Health Sciences,48-01 90 STREET,-73.874129,40.740824
1362,25Q237,Q237,I.S. 237,46-21 COLDEN STREET,-73.821402,40.74943
1363,29Q238,Q238,I.S. 238 - Susan B. Anthony Academy,88-15 182 STREET,-73.779653,40.712743
1364,24Q239,Q239,P.S. 239,17-15 WEIRFIELD STREET,-73.903838,40.699431
